,year,artist,track,time
4685,2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33
4686,2000,"Rimes, LeAnn",I Need You,3:42
4687,2000,"Rogers, Kenny",Buy Me A Rose,3:46
4688,2000,Ruff Endz,No More,3:56
4689,2000,Sammie,I Like It,4:09
4690,2000,Santana,"Maria, Maria",4:18
4691,2000,Savage Garden,Crash And Burn,4:41
4692,2000,Savage Garden,I Knew I Loved You,4:07
4693,2000,SheDaisy,Deck The Halls,3:46
4694,2000,SheDaisy,I Will.. But,3:40
4695,2000,SheDaisy,This Woman Needs,3:20
4696,2000,"Sheist, Shade",Where I Wanna Be,4:16
4697,2000,Shyne,Bad Boyz,4:22
4698,2000,"Simpson, Jessica",I Think I'm In Love ...,3:32
4699,2000,"Simpson, Jessica",Where You Are,3:51
4700,2000,Sisqo,Got To Get It,3:52
4701,2000,Sisqo,Incomplete,3:52
4702,2000,Sisqo,Thong Song,4:05
4703,2000,Sister Hazel,Change Your Mind,4:02
4704,2000,Smash Mouth,Then The Morning Com...,3:04
4705,2000,"Smith, Will",Freakin' It,3:58
4706,2000,Son By Four,A Puro Dolor (Purest...,3:30
4707,2000,Sonique,It Feels So Good,3:48
4708,2000,SoulDecision,Faded,3:25
4709,2000,"Spears, Britney",From The Bottom Of M...,4:30
4710,2000,"Spears, Britney",Lucky,3:23
4711,2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30
4712,2000,"Spencer, Tracie",Still In My Heart,4:11
4713,2000,Splender,I Think God Can Expl...,3:55
4714,2000,Sting,Desert Rose,3:52
4715,2000,Stone Temple Pilots,Sour Girl,4:16
4716,2000,"Stone, Angie",No More Rain (In Thi...,4:42
4717,2000,"Strait, George",Go On,3:48
4718,2000,"Strait, George",The Best Day,3:24
4719,2000,Sugar Ray,Falls Apart,4:15
4720,2000,TLC,Dear Lie,4:36
4721,2000,Tamar,If You Don't Wanna L...,4:02
4722,2000,Tamia,Can't Go For That,3:38
4723,2000,Third Eye Blind,Deep Inside Of You,4:10
4724,2000,Third Eye Blind,Never Let You Go,3:57
4725,2000,"Thomas, Carl",Emotional,4:31
4726,2000,"Thomas, Carl",I Wish,3:50
4727,2000,"Thomas, Carl",Summer Rain,4:57
4728,2000,"Tippin, Aaron",Kiss This,2:53
4729,2000,Train,Meet Virginia,3:55
4730,2000,Trick Daddy,Shut Up,4:17
4731,2000,Trina,Pull Over,2:58
4732,2000,"Tritt, Travis",Best Of Intentions,4:15
4733,2000,Tuesday,I Know,4:06
4734,2000,"Urban, Keith",Your Everything,4:10
4735,2000,Usher,Pop Ya Collar,3:36
4736,2000,"Vassar, Phil",Carlene,4:07
4737,2000,"Vassar, Phil",Just Another Day In ...,3:54
4738,2000,Vertical Horizon,Everything You Want,4:01
4739,2000,Vertical Horizon,You're A God,3:45
4740,2000,Vitamin C,Graduation (Friends ...,4:23
4741,2000,Vitamin C,The Itch,3:30
4742,2000,"Walker, Clay","Live, Laugh, Love",4:06
4743,2000,"Walker, Clay",The Chain Of Love,5:03
4744,2000,"Wallflowers, The",Sleepwalker,3:29
4745,2000,Westlife,Swear It Again,4:07
4746,2000,"Williams, Robbie",Angels,3:56
4747,2000,"Wills, Mark",Back At One,4:00
4748,2000,"Worley, Darryl",When You Need My Lov...,3:35
4749,2000,"Wright, Chely",It Was,3:51
4750,2000,Yankee Grey,Another Nine Minutes,3:10
4751,2000,"Yearwood, Trisha",Real Live Woman,3:55
4752,2000,Ying Yang Twins,Whistle While You Tw...,4:19
4753,2000,Zombie Nation,Kernkraft 400,3:30
4754,2000,matchbox twenty,Bent,4:12
4755,2000,2 Pac,Baby Don't Cry (Keep...,4:22
4756,2000,2Ge+her,The Hardest Part Of ...,3:15
4757,2000,3 Doors Down,Kryptonite,3:53
4758,2000,3 Doors Down,Loser,4:24
4759,2000,504 Boyz,Wobble Wobble,3:35
4760,2000,98^0,Give Me Just One Nig...,3:24
4761,2000,A*Teens,Dancing Queen,3:44
4762,2000,Aaliyah,I Don't Wanna,4:15
4763,2000,Aaliyah,Try Again,4:03
4764,2000,"Adams, Yolanda",Open My Heart,5:30
4765,2000,"Adkins, Trace",More,3:05
4766,2000,"Aguilera, Christina",Come On Over Baby (A...,3:38
4767,2000,"Aguilera, Christina",I Turn To You,4:00
4768,2000,"Aguilera, Christina",What A Girl Wants,3:18
4769,2000,Alice Deejay,Better Off Alone,6:50
4770,2000,"Allan, Gary",Smoke Rings In The D...,4:18
4771,2000,Amber,Sexual,4:38
4772,2000,Anastacia,I'm Outta Love,4:01
4773,2000,"Anthony, Marc",My Baby You,3:59
4774,2000,"Anthony, Marc",You Sang To Me,3:50
4775,2000,Avant,My First Love,4:28
4776,2000,Avant,Separated,4:13
4777,2000,BBMak,Back Here,3:35
4778,2000,"Backstreet Boys, The",Shape Of My Heart,3:49
4779,2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54
4780,2000,"Backstreet Boys, The",The One,3:46
4781,2000,"Badu, Erkyah",Bag Lady,5:03
4782,2000,Baha Men,Who Let The Dogs Out,3:17
4783,2000,Barenaked Ladies,Pinch Me,3:46
4784,2000,Beenie Man,Girls Dem Sugar,4:17
4785,2000,Before Dark,Monica,4:04
4786,2000,"Bega, Lou",Tricky Tricky ,3:23
4787,2000,Big Punisher,It's So Hard,3:25
4788,2000,Black Rob,Whoa!,4:04
4789,2000,"Black, Clint",Been There,5:28
4790,2000,Blaque,Bring It All To Me,3:46
4791,2000,"Blige, Mary J.",Deep Inside,5:26
4792,2000,"Blige, Mary J.",Give Me You,5:00
4793,2000,Blink-182,All The Small Things,2:52
4794,2000,Bloodhound Gang,The Bad Touch,4:20
4795,2000,Bon Jovi,It's My Life,3:44
4796,2000,"Braxton, Toni",He Wasn't Man Enough,4:21
4797,2000,"Braxton, Toni",Just Be A Man About ...,4:10
4798,2000,"Braxton, Toni",Spanish Guitar,4:24
4799,2000,"Brock, Chad",A Country Boy Can Su...,3:54
4800,2000,"Brock, Chad",Yes!,3:22
4801,2000,Brooks & Dunn,You'll Always Be Lov...,2:58
4802,2000,"Brooks, Garth",Do What You Gotta Do,2:56
4803,2000,"Byrd, Tracy",Put Your Hand In Min...,4:30
4804,2000,"Cagle, Chris",My Love Goes On And ...,3:02
4805,2000,Cam'ron,What Means The World...,4:38
4806,2000,"Carey, Mariah",Crybaby,5:19
4807,2000,"Carey, Mariah",Thank God I Found Yo...,4:14
4808,2000,"Carter, Aaron",Aaron's Party (Come ...,3:23
4809,2000,"Carter, Torrey",Take That,3:43
4810,2000,Changing Faces,That Other Woman,4:00
4811,2000,"Chesney, Kenny",I Lost It,3:54
4812,2000,"Chesney, Kenny",What I Need To Do,4:05
4813,2000,Clark Family Experience,Meanwhile Back At Th...,2:56
4814,2000,"Clark, Terri",A Little Gasoline,3:07
4815,2000,Common,The Light,3:55
4816,2000,Counting Crows,Hanginaround,4:07
4817,2000,Creed,Higher,5:16
4818,2000,Creed,With Arms Wide Open,3:52
4819,2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45
4820,2000,D'Angelo,Left & Right,4:35
4821,2000,D'Angelo,Untitled (How Does I...,7:10
4822,2000,DMX,Party Up (Up In Here...,3:45
4823,2000,DMX,What You Want,4:05
4824,2000,DMX,What's My Name,3:50
4825,2000,Da Brat,That's What I'm Look...,3:44
4826,2000,Da Brat,What'Chu Like,3:57
4827,2000,"Davidson, Clay",Unconditional,3:56
4828,2000,De La Soul,All Good?,5:02
4829,2000,Destiny's Child,Independent Women Pa...,3:38
4830,2000,Destiny's Child,Jumpin' Jumpin',3:48
4831,2000,Destiny's Child,Say My Name,4:31
4832,2000,"Diffie, Joe",It's Always Somethin...,2:55
4833,2000,"Diffie, Joe",The Quittin' Kind,3:23
4834,2000,"Dion, Celine",That's The Way It Is,4:03
4835,2000,"Dixie Chicks, The",Cold Day In July,5:12
4836,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51
4837,2000,"Dixie Chicks, The",Goodbye Earl,4:19
4838,2000,"Dixie Chicks, The",Without You,3:32
4839,2000,Dr. Dre,Forgot About Dre,3:42
4840,2000,Dr. Dre,The Next Episode,2:38
4841,2000,Drama,"Left, Right, Left",3:37
4842,2000,Dream,He Loves U Not,3:43
4843,2000,"Eastsidaz, The",G'D Up,4:27
4844,2000,"Eastsidaz, The",Got Beef,3:58
4845,2000,Eiffel 65,Blue,3:29
4846,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51
4847,2000,Eminem,Stan,5:26
4848,2000,Eminem,The Real Slim Shady,4:42
4849,2000,Eminem,The Way I Am,4:40
4850,2000,En Vogue,Riddle,5:10
4851,2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25
4852,2000,"Evans, Sara",Born To Fly,5:36
4853,2000,Eve,Got It All,3:48
4854,2000,Eve,Love Is Blind,3:51
4855,2000,Everclear,Wonderful,4:30
4856,2000,"Fabian, Lara",I Will Love Again,3:43
4857,2000,Fatboy Slim,The Rockafeller Skan...,4:00
4858,2000,Filter,Take A Picture,4:23
4859,2000,Foo Fighters,Learn To Fly,3:55
4860,2000,Fragma,Toca's Miracle,3:22
4861,2000,Funkmaster Flex,Do You,4:14
4862,2000,Ghostface Killah,Cherchez LaGhost,3:04
4863,2000,"Gill, Vince",Feels Like Love,4:13
4864,2000,"Gilman, Billy",One Voice,4:07
4865,2000,Ginuwine,None Of Ur Friends B...,4:12
4866,2000,Ginuwine,The Best Man I Can B...,4:06
4867,2000,Goo Goo Dolls,Broadway,3:54
4868,2000,"Gray, Macy",I Try,3:52
4869,2000,"Griggs, Andy",She's More,3:19
4870,2000,Guy,Dancin',4:08
4871,2000,Hanson,This Time Around,4:14
4872,2000,"Hart, Beth",L.A. Song,3:47
4873,2000,"Heatherly, Eric",Flowers On The Wall,3:16
4874,2000,"Henley, Don",Taking You Home,4:08
4875,2000,"Herndon, Ty",No Mercy,4:43
4876,2000,"Hill, Faith",Breathe,4:04
4877,2000,"Hill, Faith",Let's Make Love,4:11
4878,2000,Hoku,Another Dumb Blonde,3:47
4879,2000,"Hollister, Dave",Can't Stay,6:17
4880,2000,Hot Boys,I Need A Hot Girl,4:16
4881,2000,"Houston, Whitney",Could I Have This Ki...,3:54
4882,2000,"Houston, Whitney",I Learned From The B...,4:18
4883,2000,"Houston, Whitney",My Love Is Your Love,4:16
4884,2000,"Houston, Whitney","Same Script, Differe...",4:45
4885,2000,IMx,Stay The Night,3:37
4886,2000,Ice Cube,You Can Do It,4:20
4887,2000,Ideal,Whatever,3:48
4888,2000,"Iglesias, Enrique",Be With You,3:36
4889,2000,"Iglesias, Enrique",Rhythm Divine,7:35
4890,2000,J-Shin,One Night Stand,4:34
4891,2000,Ja Rule,Between Me And You,4:05
4892,2000,"Jackson, Alan",It Must Be Love,2:53
4893,2000,"Jackson, Alan",Pop A Top,3:04
4894,2000,"Jackson, Alan",www.memory,2:36
4895,2000,Jagged Edge,He Can't Love U,3:30
4896,2000,Jagged Edge,Let's Get Married,4:23
4897,2000,Janet,Doesn't Really Matte...,4:17
4898,2000,Jay-Z,Anything,3:41
4899,2000,Jay-Z,Big Pimpin',3:55
4900,2000,Jay-Z,Do It Again (Put Ya ...,3:47
4901,2000,Jay-Z,Hey Papi,3:40
4902,2000,Jay-Z,I Just Wanna Love U ...,3:50
4903,2000,"Jean, Wyclef",911,4:00
4904,2000,Joe,I Wanna Know,4:57
4905,2000,Joe,Treat Her Like A Lad...,4:12
4906,2000,"John, Elton",Someday Out Of The B...,4:41
4907,2000,"Jones, Donell",Where I Wanna Be,6:22
4908,2000,"Jordan, Montell",Get It On.. Tonite,4:34
4909,2000,Juvenile,U Understand,3:51
4910,2000,Kandi,Don't Think I'm Not,3:50
4911,2000,"Keith, Toby",Country Comes To Tow...,3:39
4912,2000,"Keith, Toby",How Do You Like Me N...,3:29
4913,2000,Kelis,Caught Out There,4:09
4914,2000,Kenny G,Auld Lang Syne (The ...,7:50
4915,2000,Kid Rock,Only God Knows Why,5:27
4916,2000,"Kravitz, Lenny",I Belong To You,4:17
4917,2000,Kumbia Kings,U Don't Love Me,3:50
4918,2000,LFO,I Don't Wanna Kiss Y...,5:00
4919,2000,LFO,West Side Story,3:27
4920,2000,LL Cool J,Imagine That,4:00
4921,2000,"Larrieux, Amel",Get Up,4:02
4922,2000,"Lawrence, Tracy",Lessons Learned,2:55
4923,2000,"Levert, Gerald",Baby U Are,4:10
4924,2000,"Levert, Gerald",Mr. Too Damn Good,4:06
4925,2000,Lil Bow Wow,Bounce With Me,3:22
4926,2000,Lil Wayne,Tha Block Is Hot,4:13
4927,2000,Lil' Kim,How Many Licks?,3:50
4928,2000,Lil' Kim,No Matter What They ...,4:12
4929,2000,Lil' Mo,Ta Da,4:17
4930,2000,Lil' Zane,Callin' Me,3:43
4931,2000,Limp Bizkit,N 2 Gether Now,3:55
4932,2000,Limp Bizkit,Re-Arranged,4:08
4933,2000,Limp Bizkit,Rollin',4:04
4934,2000,Lonestar,Amazed,4:25
4935,2000,Lonestar,Smile,3:33
4936,2000,Lonestar,What About Now,3:30
4937,2000,"Lopez, Jennifer",Feelin' Good,4:28
4938,2000,"Loveless, Patty",That's The Kind Of M...,3:27
4939,2000,Lox,"Ryde or Die, Chick",3:56
4940,2000,Lucy Pearl,Dance Tonight,3:45
4941,2000,Ludacris,What's Your Fantasy,4:16
4942,2000,M2M,Don't Say You Love M...,3:41
4943,2000,M2M,Mirror Mirror,3:19
4944,2000,Madison Avenue,Don't Call Me Baby,3:44
4945,2000,Madonna,American Pie,4:30
4946,2000,Madonna,Music,3:45
4947,2000,"Martin, Ricky",Private Emotion,4:02
4948,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08
4949,2000,"Martin, Ricky",She Bangs,4:02
4950,2000,Mary Mary,Shackles (Praise You...,3:12
4951,2000,Master P,Souljas,3:33
4952,2000,"McBride, Martina",Love's The Only Hous...,5:13
4953,2000,"McBride, Martina",There You Are,3:26
4954,2000,"McEntire, Reba",I'll Be,4:23
4955,2000,"McEntire, Reba",What Do You Say,3:26
4956,2000,"McGraw, Tim",My Best Friend,4:33
4957,2000,"McGraw, Tim",My Next Thirty Years,3:37
4958,2000,"McGraw, Tim",Some Things Never Ch...,3:56
4959,2000,"McKnight, Brian",Stay Or Let It Go,4:32
4960,2000,"Messina, Jo Dee",Because You Love Me,3:50
4961,2000,"Messina, Jo Dee",That's The Way,3:17
4962,2000,Metallica,I Disappear,4:26
4963,2000,Metallica,No Leaf Clover (Live...,5:43
4964,2000,Montgomery Gentry,Daddy Won't Sell The...,4:18
4965,2000,"Montgomery, John Michael",The Little Girl,3:52
4966,2000,"Moore, Chante",Straight Up,3:40
4967,2000,"Moore, Mandy",I Wanna Be With You,4:12
4968,2000,"Mumba, Samantha",Gotta Tell You,3:19
4969,2000,Musiq,Just Friends,4:02
4970,2000,Mya,Case Of The Ex (What...,3:50
4971,2000,Mya,The Best Of Me,4:12
4972,2000,Mystikal,Shake Ya Ass,4:46
4973,2000,N'Sync,Bye Bye Bye,3:15
4974,2000,N'Sync,It's Gonna Be Me,3:10
4975,2000,N'Sync,This I Promise You,4:23
4976,2000,Nas,You Owe Me,3:51
4977,2000,Nelly,(Hot S**t) Country G...,4:17
4978,2000,Next,Wifey,4:03
4979,2000,Nine Days,Absolutely (Story Of...,3:09
4980,2000,Nine Days,If I Am,4:18
4981,2000,No Doubt,Simple Kind Of Life,4:11
4982,2000,Nu Flavor,3 Little Words,3:54
4983,2000,"Offspring, The",Original Prankster,3:42
4984,2000,"Paisley, Brad",Me Neither,3:19
4985,2000,"Paisley, Brad",We Danced,3:45
4986,2000,Papa Roach,Last Resort,3:19
4987,2000,Pearl Jam,Nothing As It Seems,5:20
4988,2000,Pink,Most Girls,4:06
4989,2000,Pink,There U Go,3:23
4990,2000,"Price, Kelly",As We Lay,6:20
4991,2000,"Price, Kelly",Love Sets You Free,3:46
4992,2000,"Price, Kelly",You Should've Told M...,3:12
4993,2000,Profyle,Liar,3:57
4994,2000,Puff Daddy,Best Friend,5:33
4995,2000,Q-Tip,Breathe And Stop,4:06
4996,2000,R.E.M.,The Great Beyond,4:10
4997,2000,Rascal Flatts,Prayin' For Daylight,3:36
4998,2000,"Raye, Collin",Couldn't Last A Mome...,3:40
4999,2000,Red Hot Chili Peppers,Californication,5:21
5000,2000,Red Hot Chili Peppers,Otherside,4:13
5001,2000,"Rimes, LeAnn",Big Deal,3:03
5002,2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33
5003,2000,"Rimes, LeAnn",I Need You,3:42
5004,2000,"Rogers, Kenny",Buy Me A Rose,3:46
5005,2000,Ruff Endz,No More,3:56
5006,2000,Sammie,I Like It,4:09
5007,2000,Santana,"Maria, Maria",4:18
5008,2000,Savage Garden,Crash And Burn,4:41
5009,2000,Savage Garden,I Knew I Loved You,4:07
5010,2000,SheDaisy,Deck The Halls,3:46
5011,2000,SheDaisy,I Will.. But,3:40
5012,2000,SheDaisy,This Woman Needs,3:20
5013,2000,"Sheist, Shade",Where I Wanna Be,4:16
5014,2000,Shyne,Bad Boyz,4:22
5015,2000,"Simpson, Jessica",I Think I'm In Love ...,3:32
5016,2000,"Simpson, Jessica",Where You Are,3:51
5017,2000,Sisqo,Got To Get It,3:52
5018,2000,Sisqo,Incomplete,3:52
5019,2000,Sisqo,Thong Song,4:05
5020,2000,Sister Hazel,Change Your Mind,4:02
5021,2000,Smash Mouth,Then The Morning Com...,3:04
5022,2000,"Smith, Will",Freakin' It,3:58
5023,2000,Son By Four,A Puro Dolor (Purest...,3:30
5024,2000,Sonique,It Feels So Good,3:48
5025,2000,SoulDecision,Faded,3:25
5026,2000,"Spears, Britney",From The Bottom Of M...,4:30
5027,2000,"Spears, Britney",Lucky,3:23
5028,2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30
5029,2000,"Spencer, Tracie",Still In My Heart,4:11
5030,2000,Splender,I Think God Can Expl...,3:55
5031,2000,Sting,Desert Rose,3:52
5032,2000,Stone Temple Pilots,Sour Girl,4:16
5033,2000,"Stone, Angie",No More Rain (In Thi...,4:42
5034,2000,"Strait, George",Go On,3:48
5035,2000,"Strait, George",The Best Day,3:24
5036,2000,Sugar Ray,Falls Apart,4:15
5037,2000,TLC,Dear Lie,4:36
5038,2000,Tamar,If You Don't Wanna L...,4:02
5039,2000,Tamia,Can't Go For That,3:38
5040,2000,Third Eye Blind,Deep Inside Of You,4:10
5041,2000,Third Eye Blind,Never Let You Go,3:57
5042,2000,"Thomas, Carl",Emotional,4:31
5043,2000,"Thomas, Carl",I Wish,3:50
5044,2000,"Thomas, Carl",Summer Rain,4:57
5045,2000,"Tippin, Aaron",Kiss This,2:53
5046,2000,Train,Meet Virginia,3:55
5047,2000,Trick Daddy,Shut Up,4:17
5048,2000,Trina,Pull Over,2:58
5049,2000,"Tritt, Travis",Best Of Intentions,4:15
5050,2000,Tuesday,I Know,4:06
5051,2000,"Urban, Keith",Your Everything,4:10
5052,2000,Usher,Pop Ya Collar,3:36
5053,2000,"Vassar, Phil",Carlene,4:07
5054,2000,"Vassar, Phil",Just Another Day In ...,3:54
5055,2000,Vertical Horizon,Everything You Want,4:01
5056,2000,Vertical Horizon,You're A God,3:45
5057,2000,Vitamin C,Graduation (Friends ...,4:23
5058,2000,Vitamin C,The Itch,3:30
5059,2000,"Walker, Clay","Live, Laugh, Love",4:06
5060,2000,"Walker, Clay",The Chain Of Love,5:03
5061,2000,"Wallflowers, The",Sleepwalker,3:29
5062,2000,Westlife,Swear It Again,4:07
5063,2000,"Williams, Robbie",Angels,3:56
5064,2000,"Wills, Mark",Back At One,4:00
5065,2000,"Worley, Darryl",When You Need My Lov...,3:35
5066,2000,"Wright, Chely",It Was,3:51
5067,2000,Yankee Grey,Another Nine Minutes,3:10
5068,2000,"Yearwood, Trisha",Real Live Woman,3:55
5069,2000,Ying Yang Twins,Whistle While You Tw...,4:19
5070,2000,Zombie Nation,Kernkraft 400,3:30
5071,2000,matchbox twenty,Bent,4:12
5072,2000,2 Pac,Baby Don't Cry (Keep...,4:22
5073,2000,2Ge+her,The Hardest Part Of ...,3:15
5074,2000,3 Doors Down,Kryptonite,3:53
5075,2000,3 Doors Down,Loser,4:24
5076,2000,504 Boyz,Wobble Wobble,3:35
5077,2000,98^0,Give Me Just One Nig...,3:24
5078,2000,A*Teens,Dancing Queen,3:44
5079,2000,Aaliyah,I Don't Wanna,4:15
5080,2000,Aaliyah,Try Again,4:03
5081,2000,"Adams, Yolanda",Open My Heart,5:30
5082,2000,"Adkins, Trace",More,3:05
5083,2000,"Aguilera, Christina",Come On Over Baby (A...,3:38
5084,2000,"Aguilera, Christina",I Turn To You,4:00
5085,2000,"Aguilera, Christina",What A Girl Wants,3:18
5086,2000,Alice Deejay,Better Off Alone,6:50
5087,2000,"Allan, Gary",Smoke Rings In The D...,4:18
5088,2000,Amber,Sexual,4:38
5089,2000,Anastacia,I'm Outta Love,4:01
5090,2000,"Anthony, Marc",My Baby You,3:59
5091,2000,"Anthony, Marc",You Sang To Me,3:50
5092,2000,Avant,My First Love,4:28
5093,2000,Avant,Separated,4:13
5094,2000,BBMak,Back Here,3:35
5095,2000,"Backstreet Boys, The",Shape Of My Heart,3:49
5096,2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54
5097,2000,"Backstreet Boys, The",The One,3:46
5098,2000,"Badu, Erkyah",Bag Lady,5:03
5099,2000,Baha Men,Who Let The Dogs Out,3:17
5100,2000,Barenaked Ladies,Pinch Me,3:46
5101,2000,Beenie Man,Girls Dem Sugar,4:17
5102,2000,Before Dark,Monica,4:04
5103,2000,"Bega, Lou",Tricky Tricky ,3:23
5104,2000,Big Punisher,It's So Hard,3:25
5105,2000,Black Rob,Whoa!,4:04
5106,2000,"Black, Clint",Been There,5:28
5107,2000,Blaque,Bring It All To Me,3:46
5108,2000,"Blige, Mary J.",Deep Inside,5:26
5109,2000,"Blige, Mary J.",Give Me You,5:00
5110,2000,Blink-182,All The Small Things,2:52
5111,2000,Bloodhound Gang,The Bad Touch,4:20
5112,2000,Bon Jovi,It's My Life,3:44
5113,2000,"Braxton, Toni",He Wasn't Man Enough,4:21
5114,2000,"Braxton, Toni",Just Be A Man About ...,4:10
5115,2000,"Braxton, Toni",Spanish Guitar,4:24
5116,2000,"Brock, Chad",A Country Boy Can Su...,3:54
5117,2000,"Brock, Chad",Yes!,3:22
5118,2000,Brooks & Dunn,You'll Always Be Lov...,2:58
5119,2000,"Brooks, Garth",Do What You Gotta Do,2:56
5120,2000,"Byrd, Tracy",Put Your Hand In Min...,4:30
5121,2000,"Cagle, Chris",My Love Goes On And ...,3:02
5122,2000,Cam'ron,What Means The World...,4:38
5123,2000,"Carey, Mariah",Crybaby,5:19
5124,2000,"Carey, Mariah",Thank God I Found Yo...,4:14
5125,2000,"Carter, Aaron",Aaron's Party (Come ...,3:23
5126,2000,"Carter, Torrey",Take That,3:43
5127,2000,Changing Faces,That Other Woman,4:00
5128,2000,"Chesney, Kenny",I Lost It,3:54
5129,2000,"Chesney, Kenny",What I Need To Do,4:05
5130,2000,Clark Family Experience,Meanwhile Back At Th...,2:56
5131,2000,"Clark, Terri",A Little Gasoline,3:07
5132,2000,Common,The Light,3:55
5133,2000,Counting Crows,Hanginaround,4:07
5134,2000,Creed,Higher,5:16
5135,2000,Creed,With Arms Wide Open,3:52
5136,2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45
5137,2000,D'Angelo,Left & Right,4:35
5138,2000,D'Angelo,Untitled (How Does I...,7:10
5139,2000,DMX,Party Up (Up In Here...,3:45
5140,2000,DMX,What You Want,4:05
5141,2000,DMX,What's My Name,3:50
5142,2000,Da Brat,That's What I'm Look...,3:44
5143,2000,Da Brat,What'Chu Like,3:57
5144,2000,"Davidson, Clay",Unconditional,3:56
5145,2000,De La Soul,All Good?,5:02
5146,2000,Destiny's Child,Independent Women Pa...,3:38
5147,2000,Destiny's Child,Jumpin' Jumpin',3:48
5148,2000,Destiny's Child,Say My Name,4:31
5149,2000,"Diffie, Joe",It's Always Somethin...,2:55
5150,2000,"Diffie, Joe",The Quittin' Kind,3:23
5151,2000,"Dion, Celine",That's The Way It Is,4:03
5152,2000,"Dixie Chicks, The",Cold Day In July,5:12
5153,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51
5154,2000,"Dixie Chicks, The",Goodbye Earl,4:19
5155,2000,"Dixie Chicks, The",Without You,3:32
5156,2000,Dr. Dre,Forgot About Dre,3:42
5157,2000,Dr. Dre,The Next Episode,2:38
5158,2000,Drama,"Left, Right, Left",3:37
5159,2000,Dream,He Loves U Not,3:43
5160,2000,"Eastsidaz, The",G'D Up,4:27
5161,2000,"Eastsidaz, The",Got Beef,3:58
5162,2000,Eiffel 65,Blue,3:29
5163,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51
5164,2000,Eminem,Stan,5:26
5165,2000,Eminem,The Real Slim Shady,4:42
5166,2000,Eminem,The Way I Am,4:40
5167,2000,En Vogue,Riddle,5:10
5168,2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25
5169,2000,"Evans, Sara",Born To Fly,5:36
5170,2000,Eve,Got It All,3:48
5171,2000,Eve,Love Is Blind,3:51
5172,2000,Everclear,Wonderful,4:30
5173,2000,"Fabian, Lara",I Will Love Again,3:43
5174,2000,Fatboy Slim,The Rockafeller Skan...,4:00
5175,2000,Filter,Take A Picture,4:23
5176,2000,Foo Fighters,Learn To Fly,3:55
5177,2000,Fragma,Toca's Miracle,3:22
5178,2000,Funkmaster Flex,Do You,4:14
5179,2000,Ghostface Killah,Cherchez LaGhost,3:04
5180,2000,"Gill, Vince",Feels Like Love,4:13
5181,2000,"Gilman, Billy",One Voice,4:07
5182,2000,Ginuwine,None Of Ur Friends B...,4:12
5183,2000,Ginuwine,The Best Man I Can B...,4:06
5184,2000,Goo Goo Dolls,Broadway,3:54
5185,2000,"Gray, Macy",I Try,3:52
5186,2000,"Griggs, Andy",She's More,3:19
5187,2000,Guy,Dancin',4:08
5188,2000,Hanson,This Time Around,4:14
5189,2000,"Hart, Beth",L.A. Song,3:47
5190,2000,"Heatherly, Eric",Flowers On The Wall,3:16
5191,2000,"Henley, Don",Taking You Home,4:08
5192,2000,"Herndon, Ty",No Mercy,4:43
5193,2000,"Hill, Faith",Breathe,4:04
5194,2000,"Hill, Faith",Let's Make Love,4:11
5195,2000,Hoku,Another Dumb Blonde,3:47
5196,2000,"Hollister, Dave",Can't Stay,6:17
5197,2000,Hot Boys,I Need A Hot Girl,4:16
5198,2000,"Houston, Whitney",Could I Have This Ki...,3:54
5199,2000,"Houston, Whitney",I Learned From The B...,4:18
5200,2000,"Houston, Whitney",My Love Is Your Love,4:16
5201,2000,"Houston, Whitney","Same Script, Differe...",4:45
5202,2000,IMx,Stay The Night,3:37
5203,2000,Ice Cube,You Can Do It,4:20
5204,2000,Ideal,Whatever,3:48
5205,2000,"Iglesias, Enrique",Be With You,3:36
5206,2000,"Iglesias, Enrique",Rhythm Divine,7:35
5207,2000,J-Shin,One Night Stand,4:34
5208,2000,Ja Rule,Between Me And You,4:05
5209,2000,"Jackson, Alan",It Must Be Love,2:53
5210,2000,"Jackson, Alan",Pop A Top,3:04
5211,2000,"Jackson, Alan",www.memory,2:36
5212,2000,Jagged Edge,He Can't Love U,3:30
5213,2000,Jagged Edge,Let's Get Married,4:23
5214,2000,Janet,Doesn't Really Matte...,4:17
5215,2000,Jay-Z,Anything,3:41
5216,2000,Jay-Z,Big Pimpin',3:55
5217,2000,Jay-Z,Do It Again (Put Ya ...,3:47
5218,2000,Jay-Z,Hey Papi,3:40
5219,2000,Jay-Z,I Just Wanna Love U ...,3:50
5220,2000,"Jean, Wyclef",911,4:00
